isFraud,TransactionAmt,dist1,C1,hour_of_day
0,226.0,0.0,1.0,1
0,500.0,,1.0,1
0,462.95,4.0,4.0,1
0,29.5,6.0,1.0,1
0,161.0,29.0,1.0,1
0,103.95,360.0,1.0,1
0,20.0,,10.0,1
1,225.0,,7.0,1
0,7.372,,1.0,1
0,30.95,2.0,205.0,1
0,160.5,,1.0,1
0,44.0,6.0,3.0,1
0,70.0,,2.0,1
0,36.95,,1.0,1
0,500.0,,1.0,1
0,25.95,,3.0,1
0,30.0,,1.0,1
0,159.95,9.0,4.0,1
0,29.0,3.0,1.0,1
0,209.95,23.0,1.0,1
0,28.639,,1.0,1
0,24.5,118.0,1.0,1
0,27.5,1.0,2.0,1
0,40.0,2381.0,1.0,1
0,57.822,,1.0,1
0,15.95,,205.0,1
0,43.019,,2.0,1
0,40.0,,1.0,1
0,22.97,,3.0,1
0,150.0,,1.0,1
0,20.0,,1.0,1
0,107.95,10.0,1.0,1
0,50.0,185.0,2.0,1
0,59.0,372.0,1.0,1
0,344.95,48.0,1.0,1
0,59.0,12.0,1.0,1
0,240.95,1415.0,1.0,1
0,50.0,11.0,5.0,1
0,15.468,,1.0,1
0,54.29,22.0,2.0,1
0,129.95,2.0,151.0,1
0,250.0,,1.0,1
0,49.0,39.0,1.0,1
0,311.95,13.0,4.0,1
0,50.0,,1.0,1
1,90.57,,1.0,1
0,50.0,,1.0,1
0,500.0,,1.0,1
0,50.0,,1.0,1
0,210.95,,1.0,1
0,54.5,,1.0,1
0,40.0,,1.0,1
0,35.044,,2.0,1
0,47.95,,15.0,1
0,34.95,,1.0,1
0,60.0,1.0,157.0,1
0,35.0,,1.0,1
0,315.0,5.0,1.0,1
0,49.0,5.0,1.0,1
0,25.0,,2.0,1
0,200.0,,103.0,1
0,107.95,2.0,4.0,1
0,39.0,10.0,1.0,1
0,29.95,40.0,1.0,1
0,1472.47,,1.0,1
0,30.0,,1.0,1
0,226.0,0.0,2.0,1
0,100.0,,1.0,1
0,222.48,,1.0,1
0,7.493,,1.0,2
0,53.95,30.0,15.0,2
0,164.95,6.0,1.0,2
0,57.95,,105.0,2
0,100.0,,1.0,2
0,50.0,,2.0,2
0,25.0,,1.0,2
0,100.0,17.0,1.0,2
0,100.0,,1.0,2
0,12.326,,1.0,2
0,66.885,,3.0,2
0,100.0,,2.0,2
0,107.95,2.0,4.0,2
0,3162.95,9.0,1.0,2
0,32.325,,2.0,2
0,2267.47,4.0,1.0,2
0,30.0,,189.0,2
0,50.0,,1.0,2
0,59.0,214.0,1.0,2
0,24.0,1223.0,1.0,2
0,200.0,,1.0,2
0,15.0,9.0,1.0,2
0,59.0,21.0,4.0,2
0,68.95,,8.0,2
0,30.0,13.0,1.0,2
0,59.0,,2.0,2
0,150.0,,1.0,2
0,7.251,,3.0,2
0,50.0,,1.0,2
0,3162.95,9.0,1.0,2
0,43.97,8.0,2.0,2
0,88.0,,2.0,2
0,7.0,,5.0,2
0,150.0,,1.0,2
0,100.0,,1.0,2
0,146.0,3.0,1.0,2
0,16.313,,1.0,2
0,50.0,,1.0,2
0,75.0,,1.0,2
0,200.0,,3.0,2
0,40.0,,2.0,2
0,58.95,14.0,4.0,2
0,30.95,5.0,3.0,2
0,140.0,,2.0,2
0,58.95,,2.0,2
0,82.95,,3.0,2
0,67.95,17.0,3.0,2
0,37.763,,2.0,2
0,100.0,,2.0,2
0,335.0,1450.0,1.0,2
0,57.95,,5.0,2
0,59.0,3.0,1.0,2
0,109.0,573.0,1.0,2
0,25.0,,1.0,2
0,68.95,,8.0,2
0,31.95,6.0,3.0,2
0,25.0,,1.0,2
0,20.0,39.0,1.0,2
0,59.0,,1.0,2
0,15.105,,3.0,2
0,8.7,,1.0,2
0,100.0,,1.0,2
0,150.0,0.0,2.0,2
0,350.23,0.0,2.0,2
0,200.0,,3.0,2
0,303.95,,2.0,2
0,250.0,,2.0,2
0,107.95,6.0,2.0,2
0,39.0,6.0,1.0,2
0,100.0,,4.0,2
0,9.425,,1.0,2
0,108.5,12.0,1.0,2
0,27.793,,1.0,2
0,68.95,,8.0,2
0,36.95,49.0,136.0,2
0,50.0,,1.0,2
0,25.0,,1.0,2
0,424.95,62.0,3.0,2
0,120.0,,2.0,2
0,150.0,,1.0,2
0,3000.0,,1.0,2
0,500.0,,10.0,2
0,209.95,13.0,2.0,2
0,107.95,,1.0,2
0,26.95,4.0,1.0,2
0,250.0,,1.0,2
0,35.0,,1.0,2
0,2424.95,509.0,1.0,2
0,9.305,,1.0,2
0,367.95,210.0,1.0,2
0,57.95,7.0,1.0,2
0,175.0,,2.0,2
0,6.0,,2.0,2
0,82.0,,11.0,2
0,100.0,,1.0,2
0,15.0,,1.0,2
0,31.95,2.0,1.0,2
0,201.0,324.0,3.0,2
0,150.0,,1.0,2
0,100.0,,1.0,2
0,50.0,,1.0,2
0,58.95,,1.0,2
0,50.0,,1.0,2
0,75.0,,1.0,2
0,311.95,11.0,4.0,2
0,19.95,15.0,1.0,2
0,40.361,,1.0,2
0,77.0,,2.0,2
0,50.0,,1.0,2
0,209.95,6.0,28.0,2
0,47.95,20.0,2.0,2
0,59.0,11.0,2.0,2
0,107.95,,4.0,2
0,58.95,,2.0,2
0,100.0,,1.0,2
0,125.0,,1.0,2
0,171.0,,1.0,2
0,35.0,,4.0,2
0,64.649,,5.0,2
0,2294.95,10.0,1.0,2
0,60.0,,7.0,2
0,27.31,,1.0,2
0,10.996,,1.0,2
0,80.0,,1.0,2
0,42.596,,1.0,2
0,335.0,0.0,1.0,2
0,75.0,,1.0,2
0,41.146,,1.0,2
0,50.0,,2.0,2
0,100.0,,1.0,2
0,59.0,,1.0,2
0,203.374,,1.0,2
0,300.0,29.0,5.0,2
0,422.5,18.0,1.0,2
0,50.0,,1.0,2
0,49.0,2.0,1.0,2
0,27.95,4.0,3.0,2
0,554.0,49.0,1.0,2
0,39.0,,1.0,2
0,49.0,2.0,1.0,2
0,113.95,14.0,5.0,2
0,150.5,,1.0,2
0,1.896,,9.0,2
0,50.0,,76.0,2
0,49.0,2.0,1.0,2
0,103.97,,2.0,2
0,117.0,3.0,2.0,2
0,50.0,,1.0,2
0,6.477,,2.0,2
0,50.0,,2.0,2
0,57.822,,2.0,2
0,49.0,2.0,1.0,2
0,210.95,1.0,1.0,2
0,30.0,,1.0,2
0,226.0,5.0,1.0,2
0,32.325,,1.0,2
0,100.0,,1.0,2
0,107.95,,1.0,2
0,44.0,,1.0,2
0,40.0,,2.0,2
0,200.0,,1.0,2
0,150.0,,1.0,2
0,73.95,8.0,3.0,2
0,9.788,,1.0,2
0,140.0,,2.0,2
0,100.0,,4.0,2
0,59.0,34.0,1.0,2
0,5.4,,9.0,2
0,107.95,1.0,1.0,2
0,34.017,,1.0,2
0,209.95,9.0,1.0,2
0,171.0,2.0,1.0,2
0,25.0,,1.0,2
0,30.0,,1.0,2
0,30.0,,2.0,2
0,34.95,22.0,1.0,2
0,10.0,,1.0,2
0,49.0,10.0,2.0,2
0,53.411,,1.0,2
0,6.0,,2.0,2
0,49.0,11.0,3.0,3
0,50.0,,1.0,3
0,361.95,,1.0,3
0,5.4,,9.0,3
0,50.632,,1.0,3
0,424.95,8.0,2.0,3
0,47.95,0.0,1.0,3
0,107.95,,160.0,3
0,59.453,,1.0,3
0,5.4,,10.0,3
0,30.95,3.0,11.0,3
0,150.0,,1.0,3
0,25.0,,1.0,3
0,30.0,,9.0,3
0,71.477,,1.0,3
0,35.95,,7.0,3
0,14.38,,1.0,3
0,67.95,,15.0,3
0,82.95,1.0,6.0,3
0,104.47,1.0,155.0,3
0,140.58,4.0,2.0,3
1,12.326,,1.0,3
0,210.0,,1.0,3
0,129.95,2.0,111.0,3
0,15.0,,1.0,3
0,161.2,91.0,1.0,3
0,10.0,,2.0,3
0,29.0,27.0,1.0,3
0,70.51,,2.0,3
0,63.26,,1.0,3
0,33.231,,1.0,3
0,159.95,,1.0,3
0,12.326,,4.0,3
0,21.0,21.0,1.0,3
0,30.0,,2.0,3
0,47.95,18.0,4.0,3
0,91.05,0.0,2.0,3
0,50.0,,1.0,3
0,171.0,,1.0,3
0,25.0,,1.0,3
0,48.95,,129.0,3
0,25.0,,5.0,3
0,42.95,10.0,20.0,3
0,569.95,1622.0,1.0,3
0,15.709,,1.0,3
0,59.95,15.0,5.0,3
0,107.95,,18.0,3
0,59.0,5.0,1.0,3
0,29.0,7.0,1.0,3
0,226.0,18.0,1.0,3
0,100.0,0.0,2.0,3
0,127.788,,1.0,3
0,40.0,,2.0,3
0,171.0,,2.0,3
0,369.95,12.0,1.0,3
0,16.012,,1.0,3
0,59.0,5.0,1.0,3
0,61.749,,1.0,3
0,47.95,,2.0,3
0,24.047,,4.0,3
0,1183.95,,1.0,3
0,59.0,8.0,1.0,3
0,44.5,2.0,1.0,3
0,25.376,,1.0,3
0,10.0,4.0,1.0,3
0,59.54,22.0,3.0,3
0,109.47,14.0,5.0,3
0,159.0,2.0,1.0,3
0,50.0,,1.0,3
0,50.0,,1.0,3
0,107.95,71.0,13.0,3
0,62.95,,2.0,3
0,85.192,,1.0,3
0,25.0,,3.0,3
1,124.344,,1.0,3
0,117.0,,2.0,3
0,138.5,34.0,2.0,3
0,73.471,,13.0,3
0,39.5,,1.0,3
0,105.0,3.0,3.0,3
0,100.0,,1.0,3
0,57.95,26.0,3.0,3
0,34.95,6.0,1.0,3
0,8.459,,1.0,3
0,85.192,,1.0,3
0,65.0,,1.0,3
0,30.0,,9.0,3
0,36.252,,2.0,3
0,44.0,9.0,3.0,3
0,65.0,,2.0,3
0,65.0,22.0,3.0,3
0,59.0,5.0,1.0,3
0,50.0,,2.0,3
0,100.0,,2.0,3
0,108.5,54.0,1.0,3
0,822.47,,1.0,3
0,77.0,0.0,2.0,3
0,57.95,,7.0,3
0,67.95,1.0,4.0,3
0,49.0,6.0,1.0,3
0,54.47,7.0,3.0,3
0,85.192,,1.0,3
0,50.0,,3.0,3
0,10.0,,1.0,3
0,42.95,15.0,2.0,3
0,59.0,2.0,3.0,3
0,200.0,38.0,4.0,3
0,57.95,,1.0,3
0,39.0,7.0,9.0,3
0,50.0,,1.0,3
0,114.95,6.0,2.0,3
0,26.95,4.0,1.0,3
0,44.0,2.0,6.0,3
0,205.95,559.0,1.0,3
0,60.0,,3.0,3
0,25.0,,1.0,3
0,53.97,,2.0,3
0,30.0,,1.0,3
0,209.95,,10.0,3
0,49.0,,2.0,3
0,29.95,,4.0,3
0,43.563,,1.0,3
0,77.0,5.0,1.0,3
0,100.0,,1.0,3
0,150.0,,1.0,3
0,445.0,,1.0,3
0,150.0,,3.0,3
1,100.0,,13.0,3
0,23.47,4.0,1.0,3
0,150.0,,4.0,3
0,26.654,,6.0,3
0,135.95,645.0,1.0,3
0,25.0,,1.0,3
0,159.95,2.0,4.0,3
0,90.0,,1.0,4
0,50.0,,3.0,4
0,46.5,15.0,1.0,4
0,28.277,,1.0,4
0,85.192,,2.0,4
0,50.0,,1.0,4
0,92.0,,1.0,4
0,60.058,,1.0,4
0,200.0,,1.0,4
0,96.974,,1.0,4
0,173.0,1.0,1.0,4
0,15.0,,1.0,4
0,39.0,20.0,1.0,4
0,80.0,,1.0,4
0,29.0,,1.0,4
0,23.201,,1.0,4
0,200.0,,1.0,4
0,112.99,15.0,1.0,4
0,78.95,,1.0,4
0,129.95,,3.0,4
0,100.0,,1.0,4
0,50.0,,1.0,4
0,600.0,,2.0,4
0,64.529,,1.0,4
0,209.95,,35.0,4
0,10.755,,1.0,4
0,14.501,,1.0,4
0,53.97,22.0,3.0,4
0,25.0,,1.0,4
0,30.95,,1.0,4
0,600.0,,2.0,4
0,65.0,,1.0,4
0,107.95,361.0,40.0,4
0,650.0,,2.0,4
0,150.929,,1.0,4
0,890.95,,1.0,4
1,10.0,,1.0,4
1,10.0,,35.0,4
1,10.0,,35.0,4
0,58.95,,3.0,4
0,99.95,59.0,133.0,4
0,14.26,,1.0,4
0,45.0,,1.0,4
0,209.95,,40.0,4
0,724.0,4.0,2.0,4
0,45.0,,1.0,4
0,24.228,,1.0,4
0,100.0,,1.0,4
0,85.192,,3.0,4
0,20.18,,1.0,4
0,20.0,,2.0,4
0,25.95,,2.0,4
0,10.755,,1.0,4
0,30.0,,1.0,4
0,20.95,27.0,1.0,4
0,108.5,239.0,1.0,4
0,107.95,,2.0,4
0,23.926,,1.0,4
0,317.5,,1.0,4
0,89.36,7.0,8.0,4
0,2325.97,,1.0,4
0,63.26,,1.0,4
0,50.0,,13.0,4
0,44.95,3.0,11.0,4
0,34.0,726.0,3.0,4
0,59.0,1071.0,4.0,4
0,30.95,0.0,1.0,4
0,261.95,7.0,2.0,4
0,42.95,5.0,4.0,4
0,49.41,,2.0,4
0,58.95,64.0,2.0,4
0,279.95,,1.0,4
0,129.299,,1.0,4
0,714.72,4.0,1.0,4
0,254.0,,1.0,4
0,12.0,,6.0,4
0,90.993,,1.0,4
0,80.963,,1.0,4
0,400.0,,1.0,4
0,100.0,,3.0,4
0,100.0,,14.0,4
0,554.0,112.0,1.0,4
0,44.892,,1.0,4
0,824.95,16.0,1.0,4
0,42.05,,2.0,4
0,64.649,,1.0,4
0,50.0,,1.0,4
0,60.0,,3.0,4
0,125.0,,2.0,4
0,160.5,,1.0,4
0,44.5,,1.0,4
0,20.0,,2.0,4
0,25.86,,1.0,5
0,482.95,6.0,2.0,5
0,41.811,,1.0,5
0,51.357,,1.0,5
0,80.963,,1.0,5
0,117.0,,1.0,5
0,226.0,,1.0,5
0,1285.5,,1.0,5
0,117.0,,39.0,5
0,21.389,,1.0,5
0,42.95,,4.0,5
0,554.0,,1.0,5
0,200.0,,1.0,5
0,54.015,,2.0,5
0,42.294,,1.0,5
0,100.0,,1.0,5
0,213.0,4.0,1.0,5
0,289.95,11.0,1.0,5
0,80.963,,1.0,5
0,118.423,,1.0,5
0,75.0,,1.0,5
0,57.95,,2.0,5
0,19.999,,1.0,5
0,57.95,8.0,1.0,5
0,280.0,2.0,1.0,5
0,47.95,,1.0,5
0,100.0,,8.0,5
0,50.0,,1.0,5
0,40.0,,2.0,5
0,49.0,,1.0,5
0,226.0,,3.0,5
0,57.95,4.0,96.0,5
0,107.95,4.0,8.0,5
0,12.024,,1.0,5
1,83.38,,1.0,5
0,57.95,1.0,1.0,5
0,49.0,1.0,1.0,5
0,37.46,,3.0,5
0,25.0,,1.0,5
0,265.0,,1.0,5
0,57.95,7.0,1.0,5
0,57.95,8.0,1.0,5
0,59.0,,1.0,5
0,265.01,,1.0,5
0,40.0,4.0,2.0,5
0,57.95,6.0,10.0,5
0,6.888,,1.0,5
0,418.0,,3.0,5
0,16.95,23.0,1.0,5
0,48.95,,1.0,5
0,43.986,,1.0,5
0,36.373,,2.0,5
0,50.149,,1.0,5
0,403.0,,3.0,5
0,211.4,58.0,1.0,5
0,226.0,,3.0,5
0,25.0,4.0,2.0,5
0,77.0,868.0,1.0,5
0,109.36,,1.0,5
0,280.0,1.0,1.0,5
0,16.012,,1.0,5
0,57.95,,2.0,5
0,207.95,1.0,1.0,5
0,171.0,1.0,1.0,5
0,47.95,0.0,6.0,6
0,16.012,,2.0,6
0,59.574,,1.0,6
0,48.95,11.0,11.0,6
0,107.95,,47.0,6
0,57.95,,1.0,6
0,291.95,,205.0,6
0,153.0,,2.0,6
0,50.0,,1.0,6
0,80.0,,1.0,6
0,107.95,1.0,2.0,6
0,70.0,,2.0,6
0,450.0,,4.0,6
0,83.198,,1.0,6
0,100.0,,1.0,6
0,160.0,,5.0,6
0,822.47,,1.0,6
0,325.0,,3.0,6
0,83.198,,1.0,6
0,123.5,7.0,3.0,6
0,42.95,5.0,4.0,6
0,171.0,,3.0,6
0,75.95,,18.0,6
0,105.95,8.0,4.0,6
1,774.0,,6.0,6
0,488.0,0.0,4.0,6
0,240.0,28.0,1.0,6
0,23.926,,1.0,6
0,117.0,9.0,1.0,6
0,16.918,,2.0,6
0,18.67,,1.0,6
0,305.0,14.0,2.0,6
0,265.0,14.0,1.0,6
0,23.926,,1.0,6
0,113.0,,2.0,6
0,105.95,,1.0,6
0,35.95,,8.0,6
0,77.0,33.0,4.0,6
0,300.0,,1.0,6
0,15.0,,1.0,6
0,46.95,,1.0,6
0,600.0,,2.0,6
0,50.0,,1.0,6
0,226.0,11.0,1.0,6
0,50.0,,106.0,6
0,164.95,,2.0,6
0,68.95,8.0,8.0,6
0,408.5,484.0,2.0,6
0,171.0,15.0,1.0,6
0,100.0,,14.0,6
0,30.0,,9.0,6
0,100.0,,1.0,6
0,14.138,,1.0,6
0,107.95,176.0,2.0,6
0,47.95,,3.0,6
0,179.95,,10.0,6
0,450.0,0.0,4.0,6
0,226.0,24.0,2.0,6
0,39.394,,1.0,6
0,60.0,,4.0,6
0,73.97,,18.0,6
0,97.0,,1.0,6
0,226.0,,1.0,6
0,250.0,0.0,1.0,6
0,59.0,7.0,3.0,6
0,25.86,,6.0,6
0,35.0,,1.0,6
0,117.0,,1.0,6
0,365.0,1764.0,111.0,6
0,14.138,,1.0,6
0,15.0,,15.0,6
0,250.0,0.0,4.0,6
0,44.95,3.0,11.0,6
0,88.938,,2.0,6
0,1473.95,,1.0,6
0,34.95,,11.0,6
0,67.95,,171.0,6
0,36.95,,3.0,6
0,400.0,,2.0,6
0,57.95,,4.0,6
0,117.0,1.0,2.0,6
0,46.95,,1.0,6
0,30.0,,9.0,6
0,150.0,,5.0,6
0,31.0,7.0,9.0,6
0,70.0,1.0,4.0,6
0,445.0,3.0,1.0,6
0,117.0,7.0,1.0,6
